Area Unit,Area Unit Code,Census Year,Measure,Sex,Value,Value Unit,Value Label,Null Reason
Tahuroa,Tahuroa,2013,Sex for the census usually resident population count,Female,1305,number,Number of people,
Tahuroa,Tahuroa,2013,Sex for the census usually resident population count,Total people,2655,number,Number of people,
Waitoa,Waitoa,2001,Census usually resident population count,Total people,360,number,Number of people,
Waitoa,Waitoa,2006,Census usually resident population count,Total people,318,number,Number of people,
Waitoa,Waitoa,2013,Census usually resident population count,Total people,306,number,Number of people,
Waitoa,Waitoa,2001,Census night population count,Total people,351,number,Number of people,
Waitoa,Waitoa,2006,Census night population count,Total people,309,number,Number of people,
Waitoa,Waitoa,2013,Census night population count,Total people,303,number,Number of people,
Waitoa,Waitoa,2001,Sex for the census usually resident population count,Male,180,number,Number of people,
Waitoa,Waitoa,2001,Sex for the census usually resident population count,Female,180,number,Number of people,
Waitoa,Waitoa,2001,Sex for the census usually resident population count,Total people,360,number,Number of people,
Waitoa,Waitoa,2006,Sex for the census usually resident population count,Male,162,number,Number of people,
Waitoa,Waitoa,2006,Sex for the census usually resident population count,Female,156,number,Number of people,
Waitoa,Waitoa,2006,Sex for the census usually resident population count,Total people,318,number,Number of people,
Waitoa,Waitoa,2013,Sex for the census usually resident population count,Male,165,number,Number of people,
Waitoa,Waitoa,2013,Sex for the census usually resident population count,Female,138,number,Number of people,
Waitoa,Waitoa,2013,Sex for the census usually resident population count,Total people,303,number,Number of people,
Springdale,Springdale,2001,Census usually resident population count,Total people,2526,number,Number of people,
Springdale,Springdale,2006,Census usually resident population count,Total people,2484,number,Number of people,
Springdale,Springdale,2013,Census usually resident population count,Total people,2454,number,Number of people,
Springdale,Springdale,2001,Census night population count,Total people,2532,number,Number of people,
Springdale,Springdale,2006,Census night population count,Total people,2481,number,Number of people,
Springdale,Springdale,2013,Census night population count,Total people,2427,number,Number of people,
Springdale,Springdale,2001,Sex for the census usually resident population count,Male,1338,number,Number of people,
Springdale,Springdale,2001,Sex for the census usually resident population count,Female,1188,number,Number of people,
Springdale,Springdale,2001,Sex for the census usually resident population count,Total people,2526,number,Number of people,
Springdale,Springdale,2006,Sex for the census usually resident population count,Male,1317,number,Number of people,
Springdale,Springdale,2006,Sex for the census usually resident population count,Female,1170,number,Number of people,
Springdale,Springdale,2006,Sex for the census usually resident population count,Total people,2487,number,Number of people,
Springdale,Springdale,2013,Sex for the census usually resident population count,Male,1272,number,Number of people,
Springdale,Springdale,2013,Sex for the census usually resident population count,Female,1182,number,Number of people,
Springdale,Springdale,2013,Sex for the census usually resident population count,Total people,2451,number,Number of people,
Waihou-Walton,Waihou-Walton,2001,Census usually resident population count,Total people,4053,number,Number of people,
Waihou-Walton,Waihou-Walton,2006,Census usually resident population count,Total people,4341,number,Number of people,
Waihou-Walton,Waihou-Walton,2013,Census usually resident population count,Total people,3999,number,Number of people,
Waihou-Walton,Waihou-Walton,2001,Census night population count,Total people,4053,number,Number of people,
Waihou-Walton,Waihou-Walton,2006,Census night population count,Total people,4236,number,Number of people,
Waihou-Walton,Waihou-Walton,2013,Census night population count,Total people,3957,number,Number of people,
Waihou-Walton,Waihou-Walton,2001,Sex for the census usually resident population count,Male,2139,number,Number of people,
Waihou-Walton,Waihou-Walton,2001,Sex for the census usually resident population count,Female,1914,number,Number of people,
Waihou-Walton,Waihou-Walton,2001,Sex for the census usually resident population count,Total people,4056,number,Number of people,
Waihou-Walton,Waihou-Walton,2006,Sex for the census usually resident population count,Male,2223,number,Number of people,
Waihou-Walton,Waihou-Walton,2006,Sex for the census usually resident population count,Female,2118,number,Number of people,
Waihou-Walton,Waihou-Walton,2006,Sex for the census usually resident population count,Total people,4344,number,Number of people,
Waihou-Walton,Waihou-Walton,2013,Sex for the census usually resident population count,Male,2031,number,Number of people,
Waihou-Walton,Waihou-Walton,2013,Sex for the census usually resident population count,Female,1968,number,Number of people,
Waihou-Walton,Waihou-Walton,2013,Sex for the census usually resident population count,Total people,3999,number,Number of people,
Te Aroha,Te Aroha,2001,Census usually resident population count,Total people,3684,number,Number of people,
Te Aroha,Te Aroha,2006,Census usually resident population count,Total people,3771,number,Number of people,
Te Aroha,Te Aroha,2013,Census usually resident population count,Total people,3906,number,Number of people,
Te Aroha,Te Aroha,2001,Census night population count,Total people,3633,number,Number of people,
Te Aroha,Te Aroha,2006,Census night population count,Total people,3750,number,Number of people,
Te Aroha,Te Aroha,2013,Census night population count,Total people,3915,number,Number of people,
Te Aroha,Te Aroha,2001,Sex for the census usually resident population count,Male,1782,number,Number of people,
Te Aroha,Te Aroha,2001,Sex for the census usually resident population count,Female,1902,number,Number of people,
Te Aroha,Te Aroha,2001,Sex for the census usually resident population count,Total people,3684,number,Number of people,
Te Aroha,Te Aroha,2006,Sex for the census usually resident population count,Male,1800,number,Number of people,
Te Aroha,Te Aroha,2006,Sex for the census usually resident population count,Female,1968,number,Number of people,
Te Aroha,Te Aroha,2006,Sex for the census usually resident population count,Total people,3768,number,Number of people,
Te Aroha,Te Aroha,2013,Sex for the census usually resident population count,Male,1887,number,Number of people,
Te Aroha,Te Aroha,2013,Sex for the census usually resident population count,Female,2022,number,Number of people,
Te Aroha,Te Aroha,2013,Sex for the census usually resident population count,Total people,3906,number,Number of people,
Morrinsville West,Morrinsville West,2001,Census usually resident population count,Total people,2520,number,Number of people,
Morrinsville West,Morrinsville West,2006,Census usually resident population count,Total people,2547,number,Number of people,
Morrinsville West,Morrinsville West,2013,Census usually resident population count,Total people,2562,number,Number of people,
Morrinsville West,Morrinsville West,2001,Census night population count,Total people,2490,number,Number of people,
Morrinsville West,Morrinsville West,2006,Census night population count,Total people,2523,number,Number of people,
Morrinsville West,Morrinsville West,2013,Census night population count,Total people,2535,number,Number of people,
Morrinsville West,Morrinsville West,2001,Sex for the census usually resident population count,Male,1209,number,Number of people,
Morrinsville West,Morrinsville West,2001,Sex for the census usually resident population count,Female,1311,number,Number of people,
